header	seqid	accession	identity	evalue	sciname	taxids	taxonomy
>ERR1841829.353 10317.000059163_352 length=150 number of reps 4175	ERR1841829.353	MT268988.1	100.0	6.3599999999999995e-71	Bacteroides uniformis	820	Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides uniformis
>ERR2696650.10870 10317.000093606_10869 length=151 number of reps 3930	ERR2696650.10870	LC528171.1	100.0	1.7799999999999998e-71	Akkermansia muciniphila	239935	Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Akkermansiaceae;Akkermansia;Akkermansia muciniphila
>ERR2696650.375 10317.000093606_374 length=151 number of reps 3819	ERR2696650.375	MT268987.1	100.0	1.7799999999999998e-71	Bacteroides ovatus	28116	Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides ovatus
>ERR2696650.978 10317.000093606_977 length=151 number of reps 3668	ERR2696650.978	MT464345.1	100.0	1.7799999999999998e-71	Bacteroides thetaiotaomicron	818	Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides thetaiotaomicron
>ERR1841829.2662 10317.000059163_2661 length=150 number of reps 3658	ERR1841829.2662	LR654642.1	100.0	6.3599999999999995e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR1841829.1189 10317.000059163_1188 length=150 number of reps 3522	ERR1841829.1189	MH761044.1	100.0	6.3599999999999995e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2696756.32069 10317.000100334_32068 length=151 number of reps 3510	ERR2696756.32069	MH226458.1	100.0	1.7799999999999998e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2696650.69 10317.000093606_68 length=151 number of reps 3448	ERR2696650.69	MN081733.1	100.0	1.7799999999999998e-71	Bacteroides sartorii	671267	Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides sartorii
>ERR2319592.11423 10317.000071590_11422 length=151 number of reps 3335	ERR2319592.11423	MH761181.1	100.0	1.7799999999999998e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2696650.192 10317.000093606_191 length=151 number of reps 3325	ERR2696650.192	MT445121.1	100.0	1.7799999999999998e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2696650.84 10317.000093606_83 length=151 number of reps 3185	ERR2696650.84	MT445109.1	100.0	1.7799999999999998e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2696650.20418 10317.000093606_20417 length=151 number of reps 3063	ERR2696650.20418	LR641029.1	100.0	1.7799999999999998e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR1841829.224 10317.000059163_223 length=150 number of reps 2897	ERR1841829.224	CP048437.1	100.0	6.3599999999999995e-71	Faecalibacterium prausnitzii A2-165	411483	Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Faecalibacterium;Faecalibacterium prausnitzii
>ERR2697054.29596 10317.000094641_29595 length=151 number of reps 2865	ERR2697054.29596	MH761865.1	100.0	1.7799999999999998e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2696650.94 10317.000093606_93 length=151 number of reps 2810	ERR2696650.94	MT445090.1	100.0	1.7799999999999998e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2696650.3312 10317.000093606_3311 length=151 number of reps 2736	ERR2696650.3312	MT445110.1	100.0	1.7799999999999998e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2696650.64 10317.000093606_63 length=151 number of reps 2706	ERR2696650.64	MK727100.1	100.0	1.7799999999999998e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2696650.253 10317.000093606_252 length=151 number of reps 2687	ERR2696650.253	MT491082.1	100.0	1.7799999999999998e-71	Bifidobacterium longum	216816	Actinobacteria;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;Bifidobacterium longum
>ERR4020648.3492 10317.000101190_3491 length=151 number of reps 2669	ERR4020648.3492	KX969808.1	100.0	1.7799999999999998e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR1841829.2122 10317.000059163_2121 length=150 number of reps 2654	ERR1841829.2122	MT268987.1	100.0	6.3599999999999995e-71	Bacteroides ovatus	28116	Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides ovatus
>ERR2696650.160 10317.000093606_159 length=151 number of reps 2648	ERR2696650.160	LR640086.1	100.0	1.7799999999999998e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2696650.18064 10317.000093606_18063 length=151 number of reps 2608	ERR2696650.18064	MN474966.1	100.0	1.7799999999999998e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2696650.169 10317.000093606_168 length=151 number of reps 2576	ERR2696650.169	CP040518.1	100.0	1.7799999999999998e-71	Blautia sp. SC05B48	2479767	Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia;Blautia sp. SC05B48
>ERR1841829.7515 10317.000059163_7514 length=150 number of reps 2500	ERR1841829.7515	MT445090.1	100.0	6.3599999999999995e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2696756.4 10317.000100334_3 length=151 number of reps 2426	ERR2696756.4	CP050009.1	100.0	1.7799999999999998e-71	Citrobacter sp. Y3	2716879	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2696650.21367 10317.000093606_21366 length=151 number of reps 2278	ERR2696650.21367	LR646166.1	100.0	1.7799999999999998e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2306263.76 10317.000079461_75 length=151 number of reps 2261	ERR2306263.76	GU959436.1	100.0	1.7799999999999998e-71	uncultured Bacteroidetes bacterium	152509	Bacteroidetes;NaN;NaN;NaN;NaN;uncultured Bacteroidetes bacterium
>ERR2306263.86 10317.000079461_85 length=151 number of reps 2203	ERR2306263.86	KJ422474.1	99.338	8.299999999999999e-70	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2696650.98 10317.000093606_97 length=151 number of reps 2145	ERR2696650.98	MN474722.1	100.0	1.7799999999999998e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2696650.12222 10317.000093606_12221 length=151 number of reps 1969	ERR2696650.12222	MT269337.1	100.0	1.7799999999999998e-71	Finegoldia magna	1260	Firmicutes;Tissierellia;Tissierellales;Peptoniphilaceae;Finegoldia;Finegoldia magna
>ERR2696650.51 10317.000093606_50 length=151 number of reps 1890	ERR2696650.51	MN474887.1	100.0	1.7799999999999998e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2696756.20791 10317.000100334_20790 length=151 number of reps 1863	ERR2696756.20791	LR643030.1	100.0	1.7799999999999998e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2032945.1783 10317.000068279_1782 length=150 number of reps 1856	ERR2032945.1783	MN326670.1	100.0	6.3599999999999995e-71	Bacteroides caccae	47678	Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides caccae
>ERR1841829.9 10317.000059163_8 length=150 number of reps 1844	ERR1841829.9	LC528171.1	100.0	6.3599999999999995e-71	Akkermansia muciniphila	239935	Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Akkermansiaceae;Akkermansia;Akkermansia muciniphila
>ERR2696650.10688 10317.000093606_10687 length=151 number of reps 1811	ERR2696650.10688	MH570136.1	100.0	1.7799999999999998e-71	uncultured Bacteroides sp.	162156	Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;uncultured Bacteroides sp.
>ERR2696650.23830 10317.000093606_23829 length=151 number of reps 1801	ERR2696650.23830	MT484223.1	100.0	1.7799999999999998e-71	Citrobacter sp.	1896336	Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Citrobacter;Citrobacter sp.
>ERR1841829.11 10317.000059163_10 length=150 number of reps 1774	ERR1841829.11	MT225834.1	100.0	6.3599999999999995e-71	Pseudomonas psychrophila	122355	Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas psychrophila
>ERR2696650.91 10317.000093606_90 length=151 number of reps 1759	ERR2696650.91	MG857875.1	100.0	1.7799999999999998e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2696650.194 10317.000093606_193 length=151 number of reps 1757	ERR2696650.194	LR640650.1	100.0	1.7799999999999998e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2696650.124 10317.000093606_123 length=151 number of reps 1673	ERR2696650.124	AP019738.1	100.0	1.7799999999999998e-71	Alistipes sp. 3BBH6	2585117	Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes;Alistipes onderdonkii
>ERR2696650.52 10317.000093606_51 length=151 number of reps 1658	ERR2696650.52	MH761044.1	100.0	1.7799999999999998e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2696756.8228 10317.000100334_8227 length=151 number of reps 1652	ERR2696756.8228	KU152706.1	100.0	1.7799999999999998e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2696650.143 10317.000093606_142 length=151 number of reps 1634	ERR2696650.143	MG240816.1	100.0	1.7799999999999998e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR4019034.21129 10317.000072547_21128 length=151 number of reps 1596	ERR4019034.21129	MN212402.1	100.0	1.7799999999999998e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2696650.815 10317.000093606_814 length=151 number of reps 1585	ERR2696650.815	MG702837.1	100.0	1.7799999999999998e-71	uncultured Lachnospiraceae bacterium	297314	Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;NaN;uncultured Lachnospiraceae bacterium
>ERR2696756.842 10317.000100334_841 length=151 number of reps 1561	ERR2696756.842	MH515864.1	100.0	1.7799999999999998e-71	uncultured Bacteroides sp.	162156	Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;uncultured Bacteroides sp.
>ERR2092387.238 10317.000067987_237 length=150 number of reps 1543	ERR2092387.238	MG702837.1	100.0	6.3599999999999995e-71	uncultured Lachnospiraceae bacterium	297314	Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;NaN;uncultured Lachnospiraceae bacterium
>ERR2696650.2348 10317.000093606_2347 length=151 number of reps 1525	ERR2696650.2348	LR027880.1	100.0	1.7799999999999998e-71	Roseburia intestinalis L1-82	536231	Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Roseburia;Roseburia intestinalis
>ERR2696650.2984 10317.000093606_2983 length=151 number of reps 1516	ERR2696650.2984	MT268985.1	100.0	1.7799999999999998e-71	Bacteroides fragilis	817	Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides fragilis
>ERR2696650.14423 10317.000093606_14422 length=151 number of reps 1507	ERR2696650.14423	CP051144.1	100.0	1.7799999999999998e-71	Romboutsia sp. CE17	2724150	Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides fragilis
>ERR2696650.1349 10317.000093606_1348 length=151 number of reps 1499	ERR2696650.1349	MG702711.1	100.0	1.7799999999999998e-71	uncultured Lachnospiraceae bacterium	297314	Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;NaN;uncultured Lachnospiraceae bacterium
>ERR2696650.6218 10317.000093606_6217 length=151 number of reps 1498	ERR2696650.6218				uncultured bacterium		
>ERR2696650.5015 10317.000093606_5014 length=151 number of reps 1448	ERR2696650.5015				uncultured bacterium		
>ERR2319592.110 10317.000071590_109 length=151 number of reps 1352	ERR2319592.110				uncultured bacterium		
>ERR2092387.504 10317.000067987_503 length=150 number of reps 1329	ERR2092387.504				uncultured bacterium		
>ERR2696756.5768 10317.000100334_5767 length=151 number of reps 1328	ERR2696756.5768				uncultured bacterium		
>ERR2306263.29 10317.000079461_28 length=151 number of reps 1327	ERR2306263.29				uncultured bacterium		
>ERR4019182.10500 10317.000050338_10499 length=151 number of reps 1290	ERR4019182.10500				uncultured bacterium		
>ERR2696650.145 10317.000093606_144 length=151 number of reps 1286	ERR2696650.145				uncultured bacterium		
>ERR1841829.836 10317.000059163_835 length=150 number of reps 1270	ERR1841829.836				uncultured bacterium		
>ERR2696650.15570 10317.000093606_15569 length=151 number of reps 1231	ERR2696650.15570				uncultured bacterium		
>ERR2696650.355 10317.000093606_354 length=151 number of reps 1224	ERR2696650.355				uncultured bacterium		
>ERR2092387.5 10317.000067987_4 length=150 number of reps 1202	ERR2092387.5				uncultured bacterium		
>ERR2696756.8353 10317.000100334_8352 length=151 number of reps 1187	ERR2696756.8353				uncultured bacterium		
>ERR4020648.6931 10317.000101190_6930 length=151 number of reps 1186	ERR4020648.6931				uncultured bacterium		
>ERR2092006.13934 10317.000062971_13933 length=150 number of reps 1172	ERR2092006.13934				uncultured bacterium		
>ERR1841829.449 10317.000059163_448 length=150 number of reps 1166	ERR1841829.449				uncultured bacterium		
>ERR2696650.185 10317.000093606_184 length=151 number of reps 1155	ERR2696650.185				uncultured bacterium		
>ERR2696756.5883 10317.000100334_5882 length=151 number of reps 1139	ERR2696756.5883				uncultured bacterium		
>ERR1841829.137 10317.000059163_136 length=150 number of reps 1122	ERR1841829.137				uncultured bacterium		
>ERR1841829.583 10317.000059163_582 length=150 number of reps 1104	ERR1841829.583				uncultured bacterium		
>ERR2696650.10 10317.000093606_9 length=151 number of reps 1103	ERR2696650.10				uncultured bacterium		
>ERR2032945.16991 10317.000068279_16990 length=150 number of reps 1080	ERR2032945.16991				uncultured bacterium		
>ERR2696650.252 10317.000093606_251 length=151 number of reps 1072	ERR2696650.252				uncultured bacterium		
>ERR2697054.124 10317.000094641_123 length=151 number of reps 1046	ERR2697054.124				uncultured bacterium		
>ERR2304070.9240 10317.000076751_9239 length=151 number of reps 1036	ERR2304070.9240				uncultured bacterium		
>ERR2696650.1609 10317.000093606_1608 length=151 number of reps 1034	ERR2696650.1609				uncultured bacterium		
>ERR1841829.5 10317.000059163_4 length=150 number of reps 1027	ERR1841829.5				uncultured bacterium		
>ERR1841829.3478 10317.000059163_3477 length=150 number of reps 1022	ERR1841829.3478				uncultured bacterium		
>ERR2319445.67 10317.000067892_66 length=151 number of reps 999	ERR2319445.67				uncultured bacterium		
>ERR2696650.161 10317.000093606_160 length=151 number of reps 975	ERR2696650.161				uncultured bacterium		
>ERR2696756.369 10317.000100334_368 length=151 number of reps 955	ERR2696756.369				uncultured bacterium		
>ERR2696650.675 10317.000093606_674 length=151 number of reps 951	ERR2696650.675				uncultured bacterium		
>ERR2306263.14 10317.000079461_13 length=151 number of reps 937	ERR2306263.14				uncultured bacterium		
>ERR1845928.4 10317.000039516_3 length=150 number of reps 916	ERR1845928.4				uncultured bacterium		
>ERR2032945.3431 10317.000068279_3430 length=150 number of reps 900	ERR2032945.3431				uncultured bacterium		
>ERR2696650.132 10317.000093606_131 length=151 number of reps 887	ERR2696650.132				uncultured bacterium		
>ERR2696756.362 10317.000100334_361 length=151 number of reps 882	ERR2696756.362				uncultured bacterium		
>ERR2306263.184 10317.000079461_183 length=151 number of reps 871	ERR2306263.184				uncultured bacterium		
>ERR2696650.163 10317.000093606_162 length=151 number of reps 867	ERR2696650.163				uncultured bacterium		
>ERR2696650.4410 10317.000093606_4409 length=151 number of reps 840	ERR2696650.4410				uncultured bacterium		
>ERR4019034.832 10317.000072547_831 length=151 number of reps 835	ERR4019034.832				uncultured bacterium		
>ERR2306263.57310 10317.000079461_57309 length=151 number of reps 828	ERR2306263.57310				uncultured bacterium		
>ERR2696756.36028 10317.000100334_36027 length=151 number of reps 823	ERR2696756.36028				uncultured bacterium		
>ERR2696650.104 10317.000093606_103 length=151 number of reps 823	ERR2696650.104				uncultured bacterium		
>ERR2696650.260 10317.000093606_259 length=151 number of reps 822	ERR2696650.260				uncultured bacterium		
>ERR2696650.1522 10317.000093606_1521 length=151 number of reps 822	ERR2696650.1522				uncultured bacterium		
>ERR1841829.49 10317.000059163_48 length=150 number of reps 819	ERR1841829.49				uncultured bacterium		
>ERR2696650.1537 10317.000093606_1536 length=151 number of reps 809	ERR2696650.1537				uncultured bacterium		
>ERR2696650.153 10317.000093606_152 length=151 number of reps 809	ERR2696650.153				uncultured bacterium		
>ERR1459116.352 10317.000044319_351 length=150 number of reps 801	ERR1459116.352				uncultured bacterium		
>ERR2696650.2 10317.000093606_1 length=151 number of reps 796	ERR2696650.2				uncultured bacterium		
>ERR2092006.28 10317.000062971_27 length=150 number of reps 794	ERR2092006.28				uncultured bacterium		
>ERR2092006.11782 10317.000062971_11781 length=150 number of reps 782	ERR2092006.11782				uncultured bacterium		
>ERR2032945.217 10317.000068279_216 length=150 number of reps 776	ERR2032945.217				uncultured bacterium		
>ERR2696756.253 10317.000100334_252 length=151 number of reps 775	ERR2696756.253				uncultured bacterium		
>ERR2697054.9 10317.000094641_8 length=151 number of reps 771	ERR2697054.9				uncultured bacterium		
>ERR2696756.3656 10317.000100334_3655 length=151 number of reps 769	ERR2696756.3656				uncultured bacterium		
>ERR1841829.42 10317.000059163_41 length=150 number of reps 768	ERR1841829.42				uncultured bacterium		
>ERR2092387.9 10317.000067987_8 length=150 number of reps 753	ERR2092387.9				uncultured bacterium		
>ERR4019034.30328 10317.000072547_30327 length=151 number of reps 749	ERR4019034.30328				uncultured bacterium		
>ERR2697054.7 10317.000094641_6 length=151 number of reps 747	ERR2697054.7				uncultured bacterium		
>ERR2092387.7156 10317.000067987_7155 length=150 number of reps 744	ERR2092387.7156				uncultured bacterium		
>ERR1843850.20 10317.000059163_19 length=150 number of reps 736	ERR1843850.20				uncultured bacterium		
>ERR2696650.1203 10317.000093606_1202 length=151 number of reps 731	ERR2696650.1203				uncultured bacterium		
>ERR2696650.9 10317.000093606_8 length=151 number of reps 730	ERR2696650.9				uncultured bacterium		
>ERR2696650.236 10317.000093606_235 length=151 number of reps 723	ERR2696650.236				uncultured bacterium		
>ERR2696650.1268 10317.000093606_1267 length=151 number of reps 709	ERR2696650.1268				uncultured bacterium		
>ERR2696650.81 10317.000093606_80 length=151 number of reps 708	ERR2696650.81	LR638058.1	100.0	1.7799999999999998e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2696650.6226 10317.000093606_6225 length=151 number of reps 703	ERR2696650.6226	MF670802.1	100.0	1.7799999999999998e-71	uncultured Faecalibacterium sp.	259315	Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Faecalibacterium;uncultured Faecalibacterium sp.
>ERR2696650.442 10317.000093606_441 length=151 number of reps 700	ERR2696650.442	MN474811.1	100.0	1.7799999999999998e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR1841829.535 10317.000059163_534 length=150 number of reps 699	ERR1841829.535	LC515634.1	100.0	6.3599999999999995e-71	Bacteroides stercoris	46506	Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides stercoris
>ERR1841829.11034 10317.000059163_11033 length=150 number of reps 676	ERR1841829.11034	MT445121.1	100.0	6.3599999999999995e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR1841829.102 10317.000059163_101 length=150 number of reps 666	ERR1841829.102	LR641029.1	100.0	6.3599999999999995e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2697054.84 10317.000094641_83 length=151 number of reps 655	ERR2697054.84	KU100774.1	100.0	1.7799999999999998e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2306263.11 10317.000079461_10 length=151 number of reps 654	ERR2306263.11	CP033459.1	89.03200000000001	4e-43	Alloprevotella sp. E39	2133944	Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Alloprevotella;Alloprevotella sp. E39
>ERR2696650.223 10317.000093606_222 length=151 number of reps 653	ERR2696650.223	MT424972.1	100.0	1.7799999999999998e-71	bacterium	1869227	NaN;NaN;NaN;NaN;NaN;bacterium
>ERR2092006.16714 10317.000062971_16713 length=150 number of reps 652	ERR2092006.16714	MH515849.1	100.0	6.3599999999999995e-71	uncultured Bacteroides sp.	162156	Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;uncultured Bacteroides sp.
>ERR2032945.40 10317.000068279_39 length=150 number of reps 652	ERR2032945.40	MT491082.1	100.0	6.3599999999999995e-71	Bifidobacterium longum	216816	Actinobacteria;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;Bifidobacterium longum
>ERR2306263.100 10317.000079461_99 length=151 number of reps 640	ERR2306263.100	HQ766747.1	100.0	1.7799999999999998e-71	uncultured organism	155900	NaN;NaN;NaN;NaN;NaN;uncultured organism
>ERR2696650.839 10317.000093606_838 length=151 number of reps 638	ERR2696650.839	LC528172.1	100.0	1.7799999999999998e-71	Anaerostipes hadrus	649756	Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Anaerostipes;Anaerostipes hadrus
>ERR1841829.243 10317.000059163_242 length=150 number of reps 638	ERR1841829.243	MH569932.1	100.0	6.3599999999999995e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2696756.20256 10317.000100334_20255 length=151 number of reps 619	ERR2696756.20256	MG702919.1	100.0	1.7799999999999998e-71	uncultured Lachnospiraceae bacterium	297314	Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;NaN;uncultured Lachnospiraceae bacterium
>ERR2696650.443 10317.000093606_442 length=151 number of reps 616	ERR2696650.443	MG859037.1	100.0	1.7799999999999998e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2306263.49 10317.000079461_48 length=151 number of reps 608	ERR2306263.49	MH761181.1	100.0	6.4199999999999995e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2306263.660 10317.000079461_659 length=151 number of reps 605	ERR2306263.660	MN212467.1	100.0	1.7799999999999998e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2092387.10446 10317.000067987_10445 length=150 number of reps 595	ERR2092387.10446	CP053229.1	100.0	6.3599999999999995e-71	[Clostridium] bolteae	208479	Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Lachnoclostridium;[Clostridium] bolteae
>ERR1841829.554 10317.000059163_553 length=150 number of reps 593	ERR1841829.554	CP040518.1	100.0	6.3599999999999995e-71	Blautia sp. SC05B48	2479767	Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia;Blautia sp. SC05B48
