header	seqid	accession	identity	evalue	sciname	taxids	taxonomy
>ERR4019216.67 10317.000094722_66 length=151 number of reps 6145	ERR4019216.67	LR699017.1	100.0	1.7899999999999994e-71	Faecalibacterium prausnitzii	853	Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Faecalibacterium;Faecalibacterium prausnitzii
>ERR4019216.155 10317.000094722_154 length=151 number of reps 5861	ERR4019216.155	CP048437.1	100.0	1.7899999999999994e-71	Faecalibacterium prausnitzii A2-165	411483	Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Faecalibacterium;Faecalibacterium prausnitzii
>ERR1854738.31 10317.000058955_30 length=150 number of reps 5675	ERR1854738.31	LC379132.1	100.0	6.369999999999999e-71	Stenotrophomonas maltophilia	40324	Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Stenotrophomonas;Stenotrophomonas maltophilia
>ERR1597017.3734 10317.000033260_3733 length=150 number of reps 5170	ERR1597017.3734	MT464394.1	100.0	6.369999999999999e-71	Bacteroides dorei	357276	Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides dorei
>ERR4019216.21 10317.000094722_20 length=151 number of reps 4941	ERR4019216.21	MN326670.1	100.0	1.7899999999999994e-71	Bacteroides caccae	47678	Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides caccae
>ERR2309379.47972 10317.000074674_47971 length=151 number of reps 4835	ERR2309379.47972	MT510198.1	100.0	1.7899999999999994e-71	Pseudomonas aeruginosa	287	Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas aeruginosa
>ERR2579667.23482 10317.000044559_23481 length=151 number of reps 4800	ERR2579667.23482	CP052863.1	100.0	1.7899999999999994e-71	Stenotrophomonas maltophilia	40324	Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Stenotrophomonas;Stenotrophomonas maltophilia
>ERR1597017.82 10317.000033260_81 length=150 number of reps 4785	ERR1597017.82	MT268987.1	100.0	6.369999999999999e-71	Bacteroides ovatus	28116	Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides ovatus
>ERR1597017.319 10317.000033260_318 length=150 number of reps 4701	ERR1597017.319	CP048437.1	100.0	6.369999999999999e-71	Faecalibacterium prausnitzii A2-165	411483	Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Faecalibacterium;Faecalibacterium prausnitzii
>ERR1597017.806 10317.000033260_805 length=150 number of reps 4591	ERR1597017.806	MT268988.1	100.0	6.369999999999999e-71	Bacteroides uniformis	820	Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides uniformis
>ERR4019216.820 10317.000094722_819 length=151 number of reps 4403	ERR4019216.820	LR651246.1	100.0	1.7899999999999994e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2579667.6051 10317.000044559_6050 length=151 number of reps 4044	ERR2579667.6051	MK577312.1	100.0	1.7899999999999994e-71	Akkermansia muciniphila	239935	Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Akkermansiaceae;Akkermansia;Akkermansia muciniphila
>ERR4019290.1 10317.000106821_0 length=151 number of reps 4041	ERR4019290.1	MN959466.1	100.0	1.7899999999999994e-71	Serratia odorifera	618	Proteobacteria;Gammaproteobacteria;Enterobacterales;Yersiniaceae;Serratia;Serratia odorifera
>ERR1841778.126 10317.000051168_125 length=150 number of reps 3995	ERR1841778.126	LC528171.1	100.0	6.369999999999999e-71	Akkermansia muciniphila	239935	Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Akkermansiaceae;Akkermansia;Akkermansia muciniphila
>ERR1597017.13 10317.000033260_12 length=150 number of reps 3991	ERR1597017.13	MN326670.1	100.0	6.369999999999999e-71	Bacteroides caccae	47678	Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides caccae
>ERR1854712.79 10317.000058423_78 length=150 number of reps 3856	ERR1854712.79	LR797773.1	100.0	6.369999999999999e-71	Enterobacter ludwigii	299767	Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Enterobacter;Enterobacter ludwigii
>ERR1854712.2 10317.000058423_1 length=150 number of reps 3818	ERR1854712.2	MH288077.1	100.0	6.369999999999999e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2579667.1674 10317.000044559_1673 length=151 number of reps 3691	ERR2579667.1674	MN212164.1	100.0	1.7899999999999994e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR1854738.46 10317.000058955_45 length=150 number of reps 3664	ERR1854738.46	CP050951.1	100.0	6.369999999999999e-71	Pseudomonas putida	303	Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas putida
>ERR1597017.394 10317.000033260_393 length=150 number of reps 3482	ERR1597017.394	AP019738.1	100.0	6.369999999999999e-71	Alistipes sp. 3BBH6	2585117	Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes;Alistipes onderdonkii
>ERR4019216.9 10317.000094722_8 length=151 number of reps 3461	ERR4019216.9	MT445110.1	100.0	1.7899999999999994e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR4019216.234 10317.000094722_233 length=151 number of reps 3205	ERR4019216.234	MN474722.1	100.0	1.7899999999999994e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR4019216.6 10317.000094722_5 length=151 number of reps 3182	ERR4019216.6	MT445145.1	100.0	1.7899999999999994e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR4019216.837 10317.000094722_836 length=151 number of reps 3115	ERR4019216.837	CP027002.1	100.0	1.7899999999999994e-71	[Ruminococcus] gnavus ATCC 29149	411470	Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia;[Ruminococcus] gnavus
>ERR2579667.23287 10317.000044559_23286 length=151 number of reps 3110	ERR2579667.23287	MT258384.1	100.0	1.7899999999999994e-71	Acinetobacter sp.	472	Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter;Acinetobacter sp.
>ERR1854734.3851 10317.000058525_3850 length=150 number of reps 3103	ERR1854734.3851	MT225834.1	100.0	6.369999999999999e-71	Pseudomonas psychrophila	122355	Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas psychrophila
>ERR2579667.14 10317.000044559_13 length=151 number of reps 2970	ERR2579667.14	MH761842.1	100.0	1.7899999999999994e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR4019216.45 10317.000094722_44 length=151 number of reps 2965	ERR4019216.45	MT445109.1	100.0	1.7899999999999994e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR1841778.539 10317.000051168_538 length=150 number of reps 2954	ERR1841778.539	MH761330.1	100.0	6.369999999999999e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR1597017.7594 10317.000033260_7593 length=150 number of reps 2733	ERR1597017.7594	MT445090.1	100.0	6.369999999999999e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR4019216.880 10317.000094722_879 length=151 number of reps 2731	ERR4019216.880	MN081733.1	100.0	1.7899999999999994e-71	Bacteroides sartorii	671267	Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides sartorii
>ERR2405201.33 10317.000083010_32 length=151 number of reps 2554	ERR2405201.33	MN474902.1	100.0	1.7899999999999994e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2309379.53 10317.000074674_52 length=151 number of reps 2541	ERR2309379.53	LT719743.1	100.0	1.7899999999999994e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR1597017.1075 10317.000033260_1074 length=150 number of reps 2541	ERR1597017.1075	MT464345.1	100.0	6.369999999999999e-71	Bacteroides thetaiotaomicron	818	Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides thetaiotaomicron
>ERR4019216.789 10317.000094722_788 length=151 number of reps 2520	ERR4019216.789	MF081231.1	100.0	1.7899999999999994e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2579667.90 10317.000044559_89 length=151 number of reps 2503	ERR2579667.90	MN212402.1	100.0	1.7899999999999994e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2579667.265 10317.000044559_264 length=151 number of reps 2503	ERR2579667.265	MT509819.1	100.0	1.7899999999999994e-71	Dialister invisus	218538	Firmicutes;Negativicutes;Veillonellales;Veillonellaceae;Dialister;Dialister invisus
>ERR4019216.1753 10317.000094722_1752 length=151 number of reps 2473	ERR4019216.1753	MF365015.1	100.0	1.7899999999999994e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR4019216.19 10317.000094722_18 length=151 number of reps 2402	ERR4019216.19	MT491082.1	100.0	1.7899999999999994e-71	Bifidobacterium longum	216816	Actinobacteria;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;Bifidobacterium longum
>ERR1854734.18 10317.000058525_17 length=150 number of reps 2302	ERR1854734.18	MH761842.1	100.0	6.369999999999999e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR4019216.161 10317.000094722_160 length=151 number of reps 2298	ERR4019216.161	MH570136.1	100.0	1.7899999999999994e-71	uncultured Bacteroides sp.	162156	Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;uncultured Bacteroides sp.
>ERR2579667.4 10317.000044559_3 length=151 number of reps 2264	ERR2579667.4	MH291619.1	100.0	1.7899999999999994e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR4019216.8661 10317.000094722_8660 length=151 number of reps 2216	ERR4019216.8661	CP053229.1	100.0	1.7899999999999994e-71	[Clostridium] bolteae	208479	Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Lachnoclostridium;[Clostridium] bolteae
>ERR2697719.13 10317.000092700_12 length=151 number of reps 2216	ERR2697719.13	MN474786.1	99.338	8.309999999999998e-70	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR4019216.229 10317.000094722_228 length=151 number of reps 2164	ERR4019216.229	LR640650.1	100.0	1.7899999999999994e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2405201.436 10317.000083010_435 length=151 number of reps 2133	ERR2405201.436	CP041538.1	100.0	1.7899999999999994e-71	Escherichia coli	562	Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia;Escherichia coli
>ERR4019216.589 10317.000094722_588 length=151 number of reps 2122	ERR4019216.589	MT491072.1	100.0	1.7899999999999994e-71	Bifidobacterium pseudocatenulatum	28026	Actinobacteria;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;Bifidobacterium pseudocatenulatum
>ERR4019216.692 10317.000094722_691 length=151 number of reps 2120	ERR4019216.692				uncultured bacterium		
>ERR4019216.3981 10317.000094722_3980 length=151 number of reps 2119	ERR4019216.3981				uncultured bacterium		
>ERR1597017.582 10317.000033260_581 length=150 number of reps 2095	ERR1597017.582				uncultured bacterium		
>ERR2405201.11585 10317.000083010_11584 length=151 number of reps 2081	ERR2405201.11585				uncultured bacterium		
>ERR4019216.111 10317.000094722_110 length=151 number of reps 1939	ERR4019216.111				uncultured bacterium		
>ERR2579667.26476 10317.000044559_26475 length=151 number of reps 1927	ERR2579667.26476				uncultured bacterium		
>ERR2579667.87 10317.000044559_86 length=151 number of reps 1900	ERR2579667.87				uncultured bacterium		
>ERR4019216.74 10317.000094722_73 length=151 number of reps 1892	ERR4019216.74				uncultured bacterium		
>ERR2579667.38 10317.000044559_37 length=151 number of reps 1885	ERR2579667.38				uncultured bacterium		
>ERR1597017.735 10317.000033260_734 length=150 number of reps 1866	ERR1597017.735				uncultured bacterium		
>ERR4019216.4844 10317.000094722_4843 length=151 number of reps 1776	ERR4019216.4844				uncultured bacterium		
>ERR1597017.10 10317.000033260_9 length=150 number of reps 1731	ERR1597017.10				uncultured bacterium		
>ERR1841778.590 10317.000051168_589 length=150 number of reps 1644	ERR1841778.590				uncultured bacterium		
>ERR2404965.18 10317.000072118_17 length=151 number of reps 1636	ERR2404965.18				uncultured bacterium		
>ERR2579667.277 10317.000044559_276 length=151 number of reps 1538	ERR2579667.277				uncultured bacterium		
>ERR1854712.81 10317.000058423_80 length=150 number of reps 1536	ERR1854712.81				uncultured bacterium		
>ERR2405201.208 10317.000083010_207 length=151 number of reps 1517	ERR2405201.208				uncultured bacterium		
>ERR4019216.1052 10317.000094722_1051 length=151 number of reps 1514	ERR4019216.1052				uncultured bacterium		
>ERR4019216.523 10317.000094722_522 length=151 number of reps 1504	ERR4019216.523				uncultured bacterium		
>ERR4020620.25 10317.000101145_24 length=151 number of reps 1486	ERR4020620.25				uncultured bacterium		
>ERR4019216.29 10317.000094722_28 length=151 number of reps 1449	ERR4019216.29				uncultured bacterium		
>ERR4019216.356 10317.000094722_355 length=151 number of reps 1442	ERR4019216.356				uncultured bacterium		
>ERR4019216.278 10317.000094722_277 length=151 number of reps 1420	ERR4019216.278				uncultured bacterium		
>ERR1597017.869 10317.000033260_868 length=150 number of reps 1393	ERR1597017.869				uncultured bacterium		
>ERR2579667.1541 10317.000044559_1540 length=151 number of reps 1382	ERR2579667.1541				uncultured bacterium		
>ERR4020620.12327 10317.000101145_12326 length=151 number of reps 1365	ERR4020620.12327				uncultured bacterium		
>ERR2579667.23 10317.000044559_22 length=151 number of reps 1363	ERR2579667.23				uncultured bacterium		
>ERR2579667.106 10317.000044559_105 length=151 number of reps 1334	ERR2579667.106				uncultured bacterium		
>ERR4019216.652 10317.000094722_651 length=151 number of reps 1332	ERR4019216.652				uncultured bacterium		
>ERR2405201.7695 10317.000083010_7694 length=151 number of reps 1325	ERR2405201.7695				uncultured bacterium		
>ERR2579667.122 10317.000044559_121 length=151 number of reps 1322	ERR2579667.122				uncultured bacterium		
>ERR4019216.534 10317.000094722_533 length=151 number of reps 1318	ERR4019216.534				uncultured bacterium		
>ERR1597017.647 10317.000033260_646 length=150 number of reps 1287	ERR1597017.647				uncultured bacterium		
>ERR2405201.1250 10317.000083010_1249 length=151 number of reps 1280	ERR2405201.1250				uncultured bacterium		
>ERR2319347.10721 10317.000058525_10720 length=151 number of reps 1273	ERR2319347.10721				uncultured bacterium		
>ERR4019216.22 10317.000094722_21 length=151 number of reps 1226	ERR4019216.22				uncultured bacterium		
>ERR1597017.3898 10317.000033260_3897 length=150 number of reps 1216	ERR1597017.3898				uncultured bacterium		
>ERR2579667.25 10317.000044559_24 length=151 number of reps 1215	ERR2579667.25				uncultured bacterium		
>ERR4019216.308 10317.000094722_307 length=151 number of reps 1188	ERR4019216.308				uncultured bacterium		
>ERR1597017.116 10317.000033260_115 length=150 number of reps 1182	ERR1597017.116				uncultured bacterium		
>ERR1854712.220 10317.000058423_219 length=150 number of reps 1181	ERR1854712.220				uncultured bacterium		
>ERR4019216.183 10317.000094722_182 length=151 number of reps 1178	ERR4019216.183				uncultured bacterium		
>ERR4019216.1796 10317.000094722_1795 length=151 number of reps 1166	ERR4019216.1796				uncultured bacterium		
>ERR4019216.36 10317.000094722_35 length=151 number of reps 1158	ERR4019216.36				uncultured bacterium		
>ERR1597017.1214 10317.000033260_1213 length=150 number of reps 1150	ERR1597017.1214				uncultured bacterium		
>ERR1597017.967 10317.000033260_966 length=150 number of reps 1133	ERR1597017.967				uncultured bacterium		
>ERR4019216.23946 10317.000094722_23945 length=151 number of reps 1131	ERR4019216.23946				uncultured bacterium		
>ERR2696890.23 10317.000075930_22 length=151 number of reps 1100	ERR2696890.23				uncultured bacterium		
>ERR1597017.3250 10317.000033260_3249 length=150 number of reps 1086	ERR1597017.3250				uncultured bacterium		
>ERR2319347.20 10317.000058525_19 length=151 number of reps 1078	ERR2319347.20				uncultured bacterium		
>ERR1854738.80 10317.000058955_79 length=150 number of reps 1077	ERR1854738.80				uncultured bacterium		
>ERR4019216.94 10317.000094722_93 length=151 number of reps 1064	ERR4019216.94				uncultured bacterium		
>ERR2579667.68 10317.000044559_67 length=151 number of reps 1061	ERR2579667.68				uncultured bacterium		
>ERR2308673.63 10317.000072431_62 length=151 number of reps 1054	ERR2308673.63				uncultured bacterium		
>ERR1854734.643 10317.000058525_642 length=150 number of reps 1018	ERR1854734.643				uncultured bacterium		
>ERR4019216.136 10317.000094722_135 length=151 number of reps 1008	ERR4019216.136				uncultured bacterium		
>ERR2308673.2173 10317.000072431_2172 length=151 number of reps 1000	ERR2308673.2173				uncultured bacterium		
>ERR1597017.8861 10317.000033260_8860 length=150 number of reps 986	ERR1597017.8861				uncultured bacterium		
>ERR4019216.588 10317.000094722_587 length=151 number of reps 971	ERR4019216.588				uncultured bacterium		
>ERR2579667.1279 10317.000044559_1278 length=151 number of reps 946	ERR2579667.1279				uncultured bacterium		
>ERR2405201.534 10317.000083010_533 length=151 number of reps 942	ERR2405201.534				uncultured bacterium		
>ERR2579667.1172 10317.000044559_1171 length=149 number of reps 938	ERR2579667.1172				uncultured bacterium		
>ERR2308673.1662 10317.000072431_1661 length=151 number of reps 923	ERR2308673.1662				uncultured bacterium		
>ERR1597017.757 10317.000033260_756 length=150 number of reps 923	ERR1597017.757				uncultured bacterium		
>ERR4019216.1070 10317.000094722_1069 length=151 number of reps 922	ERR4019216.1070				uncultured bacterium		
>ERR1597017.16 10317.000033260_15 length=150 number of reps 918	ERR1597017.16				uncultured bacterium		
>ERR2579667.1178 10317.000044559_1177 length=151 number of reps 898	ERR2579667.1178				uncultured bacterium		
>ERR2308673.3045 10317.000072431_3044 length=151 number of reps 897	ERR2308673.3045	MH570134.1	100.0	1.7899999999999994e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR1841778.593 10317.000051168_592 length=150 number of reps 896	ERR1841778.593	MF365015.1	100.0	6.369999999999999e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2523922.4581 10317.000075872_4580 length=151 number of reps 895	ERR2523922.4581	MN474936.1	100.0	1.7899999999999994e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR4018999.12 10317.000071471_11 length=151 number of reps 878	ERR4018999.12	MT322236.1	100.0	1.7899999999999994e-71	Achromobacter sp.	134375	Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Achromobacter;Achromobacter sp.
>ERR1597017.1794 10317.000033260_1793 length=150 number of reps 866	ERR1597017.1794	MT491072.1	100.0	6.369999999999999e-71	Bifidobacterium pseudocatenulatum	28026	Actinobacteria;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;Bifidobacterium pseudocatenulatum
>ERR1841778.2198 10317.000051168_2197 length=150 number of reps 864	ERR1841778.2198	CP041538.1	100.0	6.369999999999999e-71	Escherichia coli	562	Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia;Escherichia coli
>ERR1551686.53 10317.000047064_52 length=150 number of reps 855	ERR1551686.53	HQ790659.1	100.0	6.369999999999999e-71	uncultured organism	155900	NaN;NaN;NaN;NaN;NaN;uncultured organism
>ERR1854738.58 10317.000058955_57 length=150 number of reps 854	ERR1854738.58	MT199170.1	100.0	6.369999999999999e-71	Stenotrophomonas maltophilia	40324	Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Stenotrophomonas;Stenotrophomonas maltophilia
>ERR4020620.81 10317.000101145_80 length=151 number of reps 836	ERR4020620.81	KX654242.1	100.0	1.7899999999999994e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR4020620.16 10317.000101145_15 length=151 number of reps 824	ERR4020620.16	LR654311.1	100.0	1.7899999999999994e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2579667.1577 10317.000044559_1576 length=151 number of reps 814	ERR2579667.1577	LR636945.1	100.0	1.7899999999999994e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR1597017.5308 10317.000033260_5307 length=150 number of reps 807	ERR1597017.5308	MN212518.1	100.0	6.369999999999999e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR4020620.53 10317.000101145_52 length=151 number of reps 796	ERR4020620.53	MT445136.1	100.0	1.7899999999999994e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2523922.1300 10317.000075872_1299 length=151 number of reps 794	ERR2523922.1300	EF699491.1	100.0	1.7899999999999994e-71	uncultured Lachnospiraceae bacterium	297314	Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;NaN;uncultured Lachnospiraceae bacterium
>ERR1597017.140 10317.000033260_139 length=150 number of reps 794	ERR1597017.140	MH291619.1	100.0	6.369999999999999e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2405201.18 10317.000083010_17 length=151 number of reps 793	ERR2405201.18	MN212470.1	100.0	1.7899999999999994e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR1597017.2519 10317.000033260_2518 length=150 number of reps 784	ERR1597017.2519	LR640086.1	100.0	6.369999999999999e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
>ERR2405201.5900 10317.000083010_5899 length=151 number of reps 782	ERR2405201.5900	MT464394.1	100.0	6.429999999999998e-71	Bacteroides dorei	357276	Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides dorei
>ERR2579667.258 10317.000044559_257 length=151 number of reps 776	ERR2579667.258	KF841716.1	100.0	1.7899999999999994e-71	uncultured bacterium	77133	NaN;NaN;NaN;NaN;NaN;uncultured bacterium
